yyyy/mm/dd, reachID=1, reachID=2, reachID=3, reachID=4, reachID=5, reachID=6, reachID=7, reachID=8, reachID=9, reachID=10, reachID=11, reachID=12, reachID=13, reachID=14, reachID=15, reachID=16, reachID=17, reachID=18, reachID=19, reachID=20, reachID=21, reachID=22, reachID=23, reachID=24, reachID=25, reachID=26, reachID=27, reachID=28, reachID=29, reachID=30, reachID=31, reachID=32, reachID=33, reachID=34, reachID=35, reachID=36, reachID=37, reachID=38, reachID=39, reachID=40, reachID=41, reachID=42, reachID=43, reachID=44, reachID=45, reachID=46, reachID=47, reachID=48, reachID=49, reachID=50, reachID=51, reachID=52, reachID=53, reachID=54, reachID=55, reachID=56, reachID=57, reachID=58, reachID=59, reachID=60, reachID=61, reachID=62, reachID=63, reachID=64, reachID=65, reachID=66, reachID=67, reachID=68
12/28/2021,0.082,0.154,0.207,0.385,0.019,0.415,0.455,0.536,0.103,0.721,0.812,0.973,1.038,1.12,1.215,1.104,2.375,2.601,0.009,2.651,0.003,2.683,1.946,4.682,4.79,5.064,2.253,7.569,7.645,7.855,8.146,8.264,4.783,13.2,13.299,13.677,13.72,13.819,13.883,13.933,14.856,14.915,17.121,1.069,18.352,18.387,18.416,18.505,18.693,19.503,1.89,21.706,22.099,22.152,22.638,22.981,23.072,23.463,24.445,24.733,24.798,24.845,24.906,24.995,25.088,25.14,25.237,25.399
12/29/2021,0.081,0.152,0.205,0.381,0.018,0.41,0.45,0.53,0.103,0.715,0.805,0.964,1.029,1.112,1.205,1.101,2.361,2.586,0.009,2.635,0.003,2.667,1.937,4.657,4.765,5.037,2.242,7.53,7.606,7.815,8.104,8.222,4.761,13.136,13.234,13.611,13.654,13.753,13.817,13.867,14.787,14.846,17.044,1.065,18.271,18.306,18.334,18.423,18.61,19.417,1.883,21.611,22.003,22.056,22.539,22.881,22.971,23.36,24.338,24.624,24.688,24.735,24.796,24.884,24.976,25.028,25.125,25.286
12/30/2021,0.08,0.151,0.204,0.378,0.018,0.406,0.446,0.526,0.103,0.709,0.799,0.958,1.023,1.105,1.198,1.097,2.35,2.573,0.009,2.622,0.003,2.654,1.928,4.635,4.742,5.013,2.231,7.493,7.568,7.776,8.064,8.181,4.738,13.071,13.169,13.544,13.588,13.686,13.749,13.799,14.716,14.775,16.965,1.061,18.187,18.222,18.249,18.338,18.524,19.328,1.875,21.514,21.905,21.958,22.439,22.781,22.871,23.258,24.233,24.518,24.582,24.629,24.689,24.776,24.867,24.919,25.015,25.175
12/31/2021,0.08,0.15,0.203,0.375,0.017,0.403,0.443,0.522,0.102,0.705,0.794,0.952,1.017,1.099,1.191,1.094,2.34,2.562,0.009,2.61,0.003,2.642,1.921,4.615,4.722,4.991,2.222,7.461,7.535,7.742,8.029,8.144,4.717,13.013,13.111,13.484,13.527,13.624,13.687,13.737,14.651,14.71,16.891,1.057,18.107,18.142,18.169,18.257,18.442,19.241,1.869,21.419,21.807,21.86,22.34,22.679,22.769,23.155,24.126,24.41,24.474,24.521,24.581,24.668,24.76,24.811,24.907,25.066
01/01/2022,0.08,0.151,0.205,0.387,0.017,0.414,0.452,0.529,0.102,0.708,0.794,0.951,1.016,1.096,1.188,0.891,2.139,2.398,0.009,2.467,0.003,2.509,1.918,4.494,4.616,4.914,2.216,7.411,7.497,7.713,8.003,8.12,4.703,12.974,13.07,13.442,13.484,13.58,13.641,13.689,14.6,14.657,16.827,1.055,18.038,18.072,18.098,18.184,18.368,19.161,1.863,21.331,21.717,21.769,22.245,22.582,22.67,23.054,24.02,24.303,24.366,24.412,24.472,24.558,24.649,24.701,24.796,24.955
01/02/2022,0.081,0.157,0.219,0.442,0.018,0.47,0.506,0.582,0.103,0.761,0.835,0.993,1.059,1.135,1.214,0.654,1.919,2.136,0.009,2.182,0.003,2.213,1.922,4.188,4.295,4.569,2.219,7.052,7.138,7.365,7.666,7.805,4.713,12.689,12.801,13.207,13.258,13.375,13.46,13.526,14.475,14.547,16.752,1.053,17.982,18.018,18.045,18.133,18.316,19.103,1.858,21.264,21.645,21.694,22.167,22.499,22.585,22.965,23.925,24.203,24.265,24.31,24.369,24.454,24.543,24.594,24.688,24.846
01/03/2022,0.083,0.168,0.236,0.498,0.018,0.54,0.576,0.652,0.103,0.847,0.921,1.102,1.178,1.249,1.317,0.656,2.041,2.249,0.009,2.288,0.003,2.315,1.943,4.305,4.404,4.662,2.239,7.133,7.192,7.379,7.658,7.76,4.781,12.682,12.767,13.192,13.227,13.306,13.349,13.385,14.292,14.34,16.479,1.053,17.694,17.731,17.762,17.86,18.056,18.886,1.853,21.065,21.483,21.553,22.04,22.404,22.505,22.892,23.851,24.124,24.183,24.226,24.282,24.364,24.449,24.498,24.589,24.744
01/04/2022,0.083,0.169,0.236,0.492,0.019,0.54,0.599,0.68,0.103,0.881,0.98,1.195,1.28,1.372,1.452,0.662,2.189,2.4,0.009,2.441,0.003,2.469,1.998,4.514,4.611,4.87,2.277,7.372,7.426,7.604,7.878,7.972,4.951,13.057,13.131,13.566,13.594,13.658,13.686,13.709,14.606,14.642,16.714,1.053,17.853,17.876,17.887,17.947,18.104,18.83,1.848,20.956,21.304,21.341,21.802,22.123,22.214,22.605,23.595,23.931,24.021,24.084,24.164,24.265,24.367,24.42,24.51,24.661
01/05/2022,0.083,0.167,0.232,0.496,0.019,0.549,0.632,0.712,0.103,0.907,1.011,1.3,1.53,1.727,1.728,0.752,2.623,2.828,0.009,2.805,0.003,2.802,2.052,4.861,4.917,5.119,2.774,8.032,7.909,7.955,8.49,8.723,14.257,23.568,23.219,26.169,25.493,23.924,21.801,20.073,19.908,18.455,17.818,2.099,19.423,19.291,19.081,18.81,18.727,19.221,1.844,21.309,21.618,21.634,22.073,22.333,22.369,22.706,23.588,23.794,23.829,23.859,23.905,23.986,24.088,24.156,24.292,24.494
01/06/2022,0.083,0.167,0.231,0.493,0.02,0.546,0.638,0.738,0.104,0.951,1.129,1.497,1.769,2.148,2.411,0.888,3.512,3.995,0.01,4.048,0.003,4.08,2.33,6.457,6.544,6.788,6.017,12.933,12.883,12.889,13.912,14.475,30.807,45.998,46.655,51.534,52.084,53.062,54.214,54.94,66.682,66.805,67.96,7.303,69.997,69.206,67.925,65.571,63.013,56.302,4.576,57.435,51.455,47.985,45.334,37.725,31.778,27.612,24.73,24.192,24.153,24.147,24.144,24.173,24.18,24.187,24.208,24.318
01/07/2022,0.083,0.163,0.225,0.461,0.021,0.507,0.574,0.667,0.105,0.877,1.026,1.349,1.552,1.838,2.095,0.857,3.131,3.625,0.01,3.699,0.003,3.745,2.494,6.308,6.439,6.789,5.54,12.647,12.803,13.147,14.2,14.793,21.68,37.148,37.817,40.83,41.176,41.823,42.563,43.146,49.729,50.422,56.225,6.084,64.57,65.063,65.672,66.738,67.89,71.251,4.524,77.287,79.607,80.611,81.885,84.037,85.296,85.983,82.786,73.054,67.692,63.534,57.62,51.487,41.675,36.062,27.249,24.765
01/08/2022,0.083,0.159,0.22,0.435,0.021,0.478,0.527,0.613,0.103,0.813,0.922,1.195,1.342,1.547,1.755,0.78,2.683,3.119,0.011,3.194,0.004,3.24,2.377,5.689,5.829,6.193,4.609,11.142,11.324,11.694,12.606,13.085,17.051,30.617,31.166,33.526,33.769,34.324,34.864,35.321,39.541,40.082,44.694,4.59,50.78,51.104,51.491,52.148,52.906,55.187,3.49,59.698,61.342,62.097,63.231,65.224,66.592,68.106,71.193,74.419,76.016,77.253,78.984,80.765,83.335,84.567,84.736,78.122
01/09/2022,0.082,0.156,0.215,0.417,0.021,0.457,0.495,0.578,0.102,0.77,0.868,1.102,1.208,1.348,1.504,0.729,2.353,2.715,0.011,2.784,0.004,2.826,2.175,5.067,5.199,5.541,3.758,9.622,9.787,10.123,10.827,11.185,13.465,24.993,25.459,27.235,27.43,27.904,28.331,28.681,31.683,32.08,36.07,3.396,40.741,41,41.328,41.888,42.56,44.628,2.812,48.355,49.787,50.416,51.435,53.102,54.185,55.429,57.936,60.187,61.218,62.001,63.088,64.247,66.086,67.195,69.398,71.859
01/10/2022,0.082,0.156,0.214,0.402,0.021,0.435,0.473,0.555,0.102,0.741,0.837,1.044,1.128,1.242,1.361,0.71,2.165,2.46,0.011,2.522,0.004,2.561,2.078,4.699,4.821,5.137,3.194,8.624,8.754,9.042,9.577,9.828,10.646,20.725,21.089,22.385,22.523,22.884,23.194,23.442,25.661,25.945,29.373,2.602,32.972,33.158,33.411,33.858,34.417,36.208,2.391,39.386,40.591,41.097,42.01,43.416,44.311,45.409,47.678,49.636,50.521,51.193,52.12,53.103,54.631,55.533,57.266,59.114
01/11/2022,0.081,0.155,0.211,0.391,0.021,0.423,0.46,0.541,0.102,0.725,0.818,1,1.078,1.175,1.285,0.693,2.04,2.301,0.011,2.358,0.004,2.395,2.028,4.481,4.598,4.902,2.861,8.041,8.153,8.417,8.855,9.038,8.527,17.785,18.078,19.039,19.157,19.445,19.692,19.886,21.637,21.856,24.901,2.105,27.763,27.901,28.087,28.435,28.89,30.411,2.176,33.238,34.209,34.583,35.381,36.499,37.18,38.103,40.054,41.619,42.322,42.862,43.608,44.413,45.669,46.418,47.883,49.481
01/12/2022,0.08,0.154,0.208,0.382,0.021,0.413,0.45,0.531,0.101,0.713,0.805,0.979,1.051,1.138,1.243,0.684,1.986,2.231,0.011,2.284,0.004,2.319,2.004,4.377,4.49,4.782,2.634,7.68,7.78,8.028,8.411,8.569,7.068,15.838,16.073,16.811,16.905,17.129,17.319,17.467,18.899,19.071,21.867,1.741,24.182,24.291,24.428,24.706,25.092,26.441,2.07,29.082,29.911,30.204,30.929,31.851,32.378,33.168,34.865,36.079,36.603,37.005,37.56,38.168,39.12,39.694,40.832,42.106
01/13/2022,0.08,0.153,0.206,0.377,0.02,0.408,0.444,0.524,0.101,0.705,0.796,0.962,1.03,1.115,1.219,0.681,1.957,2.198,0.01,2.25,0.004,2.284,1.993,4.33,4.441,4.729,2.503,7.489,7.578,7.812,8.151,8.295,6.2,14.681,14.874,15.459,15.531,15.702,15.838,15.945,17.176,17.304,19.904,1.485,21.808,21.89,21.987,22.198,22.514,23.69,2.03,26.21,26.902,27.118,27.775,28.528,28.928,29.614,31.127,32.11,32.522,32.839,33.273,33.753,34.488,34.928,35.794,36.773
01/14/2022,0.079,0.152,0.205,0.375,0.02,0.405,0.441,0.52,0.101,0.7,0.79,0.957,1.027,1.109,1.206,0.68,1.941,2.178,0.01,2.229,0.003,2.262,1.982,4.296,4.406,4.692,2.432,7.379,7.464,7.692,8.007,8.145,5.683,14.008,14.179,14.693,14.754,14.898,15.003,15.086,16.199,16.299,18.768,1.32,20.396,20.457,20.524,20.683,20.945,21.976,2.002,24.398,24.972,25.123,25.72,26.323,26.611,27.201,28.545,29.31,29.614,29.85,30.171,30.535,31.088,31.424,32.092,32.871
01/15/2022,0.078,0.151,0.204,0.377,0.02,0.407,0.443,0.523,0.101,0.707,0.794,0.972,1.049,1.131,1.226,0.679,1.959,2.193,0.01,2.242,0.003,2.274,1.974,4.299,4.407,4.687,2.401,7.338,7.418,7.639,7.944,8.075,5.443,13.689,13.838,14.307,14.358,14.476,14.553,14.614,15.659,15.738,18.117,1.241,19.593,19.641,19.689,19.814,20.042,20.981,1.983,23.34,23.834,23.94,24.494,24.989,25.191,25.708,26.911,27.49,27.702,27.867,28.09,28.352,28.741,28.98,29.463,30.052
01/16/2022,0.078,0.15,0.203,0.375,0.019,0.405,0.441,0.521,0.101,0.712,0.802,0.987,1.064,1.147,1.246,0.679,1.98,2.215,0.01,2.264,0.003,2.296,1.968,4.316,4.423,4.701,2.389,7.339,7.417,7.634,7.936,8.064,5.344,13.576,13.72,14.166,14.215,14.329,14.401,14.456,15.475,15.544,17.873,1.195,19.251,19.291,19.325,19.427,19.628,20.497,1.979,22.815,23.25,23.323,23.846,24.265,24.409,24.876,25.987,26.443,26.59,26.705,26.855,27.039,27.299,27.459,27.785,28.211
01/17/2022,0.077,0.15,0.203,0.372,0.019,0.402,0.438,0.519,0.101,0.708,0.799,0.983,1.057,1.141,1.243,0.679,1.977,2.213,0.01,2.263,0.003,2.296,1.963,4.311,4.42,4.698,2.377,7.327,7.406,7.627,7.929,8.059,5.212,13.441,13.577,14.011,14.06,14.175,14.248,14.305,15.319,15.389,17.719,1.154,19.058,19.097,19.13,19.229,19.427,20.284,1.974,22.589,23.008,23.069,23.578,23.958,24.069,24.503,25.545,25.906,26.004,26.082,26.18,26.309,26.479,26.585,26.806,27.115
01/18/2022,0.077,0.149,0.202,0.367,0.019,0.397,0.434,0.514,0.101,0.699,0.791,0.967,1.04,1.125,1.228,0.679,1.962,2.198,0.01,2.248,0.003,2.281,1.958,4.292,4.401,4.678,2.36,7.291,7.371,7.592,7.894,8.025,5.147,13.341,13.47,13.894,13.942,14.053,14.123,14.176,15.175,15.243,17.56,1.133,18.872,18.91,18.941,19.039,19.236,20.089,1.963,22.383,22.801,22.864,23.372,23.752,23.861,24.293,25.327,25.669,25.752,25.816,25.889,25.989,26.102,26.17,26.31,26.53
01/19/2022,0.077,0.148,0.201,0.362,0.019,0.392,0.428,0.508,0.101,0.689,0.779,0.946,1.014,1.099,1.203,0.678,1.937,2.173,0.01,2.224,0.003,2.257,1.953,4.263,4.372,4.65,2.347,7.249,7.329,7.55,7.852,7.983,5.089,13.241,13.363,13.784,13.832,13.944,14.015,14.069,15.062,15.13,17.44,1.116,18.731,18.768,18.798,18.893,19.086,19.928,1.949,22.203,22.615,22.674,23.177,23.551,23.657,24.086,25.115,25.458,25.542,25.607,25.68,25.779,25.888,25.952,26.078,26.271
01/20/2022,0.076,0.147,0.2,0.361,0.019,0.39,0.426,0.506,0.101,0.686,0.775,0.937,1.002,1.085,1.185,0.677,1.917,2.15,0.01,2.2,0.003,2.232,1.947,4.232,4.34,4.615,2.333,7.2,7.28,7.5,7.8,7.931,5.031,13.131,13.246,13.663,13.711,13.821,13.891,13.945,14.932,14.999,17.306,1.108,18.592,18.629,18.659,18.754,18.948,19.788,1.937,22.049,22.458,22.516,23.017,23.386,23.488,23.913,24.932,25.265,25.344,25.405,25.475,25.57,25.676,25.739,25.864,26.058
01/21/2022,0.075,0.147,0.2,0.359,0.018,0.388,0.424,0.503,0.101,0.683,0.772,0.933,0.998,1.081,1.18,0.676,1.91,2.141,0.01,2.191,0.003,2.222,1.941,4.216,4.323,4.597,2.321,7.167,7.245,7.463,7.762,7.891,4.982,13.04,13.148,13.56,13.607,13.716,13.784,13.837,14.817,14.884,17.182,1.104,18.46,18.496,18.525,18.619,18.811,19.646,1.927,21.894,22.301,22.359,22.857,23.226,23.329,23.753,24.77,25.101,25.18,25.239,25.307,25.399,25.498,25.557,25.674,25.86
01/22/2022,0.075,0.145,0.199,0.357,0.018,0.386,0.421,0.501,0.101,0.68,0.769,0.929,0.994,1.077,1.176,0.674,1.904,2.134,0.01,2.183,0.003,2.214,1.934,4.201,4.309,4.581,2.309,7.139,7.217,7.434,7.732,7.861,4.939,12.967,13.074,13.484,13.53,13.638,13.705,13.757,14.73,14.795,17.082,1.1,18.35,18.386,18.413,18.505,18.694,19.521,1.914,21.755,22.158,22.215,22.71,23.076,23.178,23.599,24.61,24.939,25.017,25.076,25.143,25.235,25.336,25.395,25.511,25.694
01/23/2022,0.074,0.144,0.197,0.355,0.017,0.383,0.419,0.498,0.1,0.676,0.765,0.925,0.989,1.072,1.171,0.673,1.897,2.126,0.01,2.174,0.002,2.206,1.927,4.185,4.292,4.564,2.296,7.108,7.186,7.401,7.699,7.827,4.897,12.89,12.996,13.403,13.449,13.556,13.623,13.675,14.645,14.71,16.991,1.095,18.255,18.291,18.317,18.409,18.598,19.421,1.905,21.642,22.041,22.096,22.588,22.947,23.045,23.462,24.465,24.788,24.864,24.921,24.988,25.078,25.176,25.234,25.349,25.53
01/24/2022,0.073,0.143,0.196,0.353,0.017,0.38,0.416,0.494,0.1,0.672,0.761,0.92,0.984,1.067,1.165,0.671,1.889,2.117,0.01,2.165,0.002,2.196,1.918,4.167,4.274,4.545,2.286,7.079,7.156,7.371,7.667,7.795,4.865,12.826,12.931,13.335,13.381,13.486,13.553,13.604,14.568,14.631,16.903,1.09,18.159,18.194,18.22,18.311,18.498,19.317,1.897,21.53,21.928,21.983,22.473,22.833,22.931,23.347,24.345,24.663,24.736,24.791,24.854,24.941,25.034,25.089,25.198,25.376
01/25/2022,0.072,0.142,0.195,0.35,0.016,0.377,0.413,0.491,0.099,0.668,0.757,0.915,0.979,1.061,1.159,0.669,1.881,2.108,0.01,2.156,0.002,2.187,1.91,4.149,4.256,4.526,2.275,7.048,7.125,7.339,7.635,7.762,4.839,12.766,12.87,13.271,13.317,13.422,13.488,13.539,14.498,14.561,16.824,1.086,18.073,18.108,18.134,18.224,18.41,19.224,1.889,21.427,21.821,21.875,22.363,22.719,22.816,23.229,24.222,24.54,24.614,24.669,24.733,24.82,24.912,24.966,25.072,25.245
01/26/2022,0.072,0.141,0.194,0.348,0.016,0.375,0.41,0.488,0.099,0.664,0.753,0.909,0.974,1.056,1.153,0.667,1.873,2.098,0.01,2.146,0.002,2.177,1.901,4.131,4.237,4.505,2.259,7.011,7.088,7.301,7.596,7.723,4.817,12.705,12.809,13.208,13.254,13.359,13.425,13.476,14.431,14.494,16.748,1.081,17.992,18.027,18.052,18.141,18.327,19.136,1.881,21.329,21.722,21.775,22.261,22.615,22.71,23.121,24.109,24.423,24.496,24.55,24.612,24.698,24.788,24.842,24.948,25.121
01/27/2022,0.071,0.14,0.193,0.347,0.015,0.373,0.408,0.485,0.098,0.66,0.749,0.904,0.968,1.05,1.147,0.665,1.865,2.089,0.01,2.137,0.002,2.167,1.892,4.112,4.217,4.485,2.249,6.98,7.056,7.268,7.562,7.688,4.796,12.648,12.75,13.144,13.19,13.294,13.359,13.41,14.361,14.422,16.668,1.077,17.907,17.942,17.967,18.056,18.242,19.048,1.873,21.232,21.624,21.677,22.161,22.513,22.608,23.017,24,24.312,24.384,24.438,24.499,24.584,24.673,24.726,24.829,24.999
01/28/2022,0.07,0.139,0.192,0.345,0.015,0.37,0.405,0.482,0.098,0.656,0.745,0.9,0.964,1.045,1.142,0.663,1.857,2.08,0.009,2.127,0.002,2.157,1.884,4.093,4.199,4.465,2.239,6.95,7.025,7.237,7.529,7.655,4.775,12.594,12.696,13.087,13.132,13.236,13.301,13.352,14.298,14.359,16.595,1.072,17.828,17.862,17.887,17.976,18.16,18.962,1.865,21.136,21.526,21.579,22.061,22.412,22.507,22.915,23.895,24.206,24.278,24.331,24.392,24.476,24.564,24.616,24.719,24.887
01/29/2022,0.069,0.138,0.191,0.343,0.014,0.368,0.403,0.48,0.098,0.652,0.741,0.895,0.959,1.04,1.136,0.661,1.85,2.07,0.009,2.118,0.002,2.147,1.875,4.075,4.18,4.446,2.23,6.92,6.995,7.205,7.497,7.622,4.754,12.539,12.641,13.029,13.075,13.178,13.244,13.294,14.236,14.297,16.524,1.068,17.752,17.786,17.811,17.899,18.083,18.881,1.858,21.046,21.434,21.487,21.966,22.315,22.41,22.815,23.79,24.099,24.171,24.224,24.285,24.369,24.457,24.51,24.612,24.78
01/30/2022,0.069,0.136,0.189,0.341,0.014,0.366,0.4,0.477,0.097,0.648,0.736,0.89,0.953,1.035,1.13,0.659,1.841,2.061,0.009,2.108,0.002,2.138,1.866,4.057,4.161,4.426,2.22,6.889,6.964,7.174,7.464,7.589,4.734,12.485,12.585,12.968,13.014,13.117,13.182,13.232,14.17,14.231,16.45,1.063,17.674,17.708,17.733,17.821,18.004,18.799,1.85,20.955,21.342,21.395,21.872,22.22,22.314,22.718,23.689,23.997,24.068,24.12,24.18,24.264,24.351,24.403,24.504,24.671
01/31/2022,0.068,0.136,0.189,0.339,0.014,0.364,0.398,0.474,0.096,0.645,0.732,0.884,0.948,1.029,1.124,0.657,1.833,2.051,0.009,2.098,0.001,2.127,1.858,4.038,4.143,4.406,2.21,6.858,6.932,7.141,7.431,7.555,4.712,12.428,12.529,12.91,12.955,13.057,13.122,13.172,14.105,14.166,16.374,1.059,17.592,17.626,17.651,17.738,17.92,18.711,1.841,20.858,21.244,21.297,21.772,22.119,22.213,22.615,23.584,23.891,23.962,24.015,24.075,24.158,24.244,24.296,24.397,24.563
02/01/2022,0.068,0.135,0.188,0.338,0.013,0.362,0.396,0.471,0.096,0.641,0.728,0.88,0.943,1.024,1.118,0.655,1.825,2.042,0.009,2.089,0.001,2.118,1.852,4.022,4.126,4.388,2.2,6.83,6.904,7.112,7.4,7.524,4.693,12.378,12.477,12.857,12.902,13.003,13.068,13.118,14.046,14.106,16.304,1.055,17.516,17.55,17.575,17.661,17.843,18.63,1.833,20.766,21.15,21.203,21.675,22.02,22.114,22.514,23.477,23.783,23.854,23.907,23.967,24.05,24.137,24.189,24.29,24.456
02/02/2022,0.067,0.134,0.186,0.336,0.013,0.359,0.393,0.468,0.095,0.637,0.724,0.874,0.938,1.018,1.112,0.653,1.818,2.033,0.009,2.08,0.001,2.108,1.846,4.006,4.11,4.371,2.191,6.803,6.877,7.084,7.371,7.494,4.675,12.329,12.428,12.807,12.852,12.953,13.017,13.067,13.991,14.051,16.24,1.051,17.446,17.48,17.505,17.591,17.771,18.554,1.826,20.681,21.063,21.115,21.586,21.928,22.021,22.419,23.379,23.682,23.752,23.804,23.863,23.946,24.031,24.083,24.183,24.348
02/03/2022,0.066,0.132,0.185,0.334,0.013,0.357,0.391,0.466,0.095,0.634,0.72,0.869,0.933,1.013,1.106,0.651,1.81,2.024,0.009,2.07,0.001,2.099,1.839,3.99,4.094,4.353,2.182,6.775,6.848,7.054,7.341,7.463,4.655,12.278,12.377,12.754,12.799,12.899,12.963,13.013,13.933,13.992,16.172,1.046,17.374,17.407,17.432,17.517,17.698,18.476,1.818,20.595,20.974,21.026,21.494,21.836,21.928,22.323,23.278,23.58,23.65,23.701,23.76,23.842,23.927,23.978,24.076,24.24
02/04/2022,0.065,0.131,0.184,0.332,0.013,0.355,0.389,0.464,0.095,0.631,0.717,0.865,0.928,1.008,1.101,0.65,1.803,2.016,0.009,2.062,0.001,2.09,1.834,3.977,4.08,4.338,2.174,6.751,6.823,7.029,7.315,7.436,4.638,12.233,12.331,12.707,12.752,12.852,12.915,12.965,13.88,13.939,16.109,1.042,17.305,17.338,17.363,17.448,17.627,18.402,1.81,20.511,20.89,20.941,21.407,21.747,21.839,22.233,23.183,23.483,23.553,23.604,23.662,23.743,23.827,23.877,23.975,24.137
02/05/2022,0.065,0.13,0.183,0.33,0.012,0.354,0.387,0.461,0.094,0.628,0.714,0.861,0.924,1.004,1.096,0.648,1.796,2.008,0.009,2.054,0.001,2.082,1.83,3.964,4.067,4.324,2.166,6.729,6.801,7.006,7.291,7.412,4.622,12.192,12.29,12.665,12.709,12.809,12.872,12.921,13.833,13.891,16.052,1.039,17.243,17.276,17.3,17.385,17.563,18.334,1.803,20.434,20.81,20.862,21.326,21.663,21.755,22.147,23.093,23.391,23.46,23.511,23.569,23.649,23.732,23.782,23.879,24.04
02/06/2022,0.064,0.13,0.182,0.329,0.012,0.352,0.385,0.459,0.094,0.625,0.711,0.857,0.92,0.999,1.091,0.647,1.789,2,0.009,2.046,0.001,2.073,1.826,3.951,4.054,4.31,2.158,6.707,6.779,6.983,7.268,7.388,4.606,12.151,12.249,12.622,12.666,12.765,12.829,12.877,13.785,13.843,15.994,1.035,17.18,17.214,17.237,17.321,17.499,18.266,1.795,20.357,20.731,20.782,21.244,21.58,21.67,22.06,23.002,23.299,23.367,23.417,23.475,23.554,23.637,23.687,23.783,23.943
02/07/2022,0.063,0.129,0.181,0.327,0.012,0.35,0.383,0.457,0.094,0.623,0.708,0.852,0.915,0.995,1.086,0.645,1.783,1.992,0.009,2.037,0.001,2.065,1.821,3.938,4.041,4.296,2.152,6.686,6.757,6.962,7.246,7.366,4.592,12.114,12.211,12.583,12.627,12.726,12.788,12.837,13.74,13.798,15.94,1.032,17.121,17.154,17.178,17.261,17.438,18.201,1.787,20.283,20.655,20.705,21.165,21.499,21.588,21.976,22.914,23.208,23.276,23.326,23.383,23.462,23.544,23.593,23.688,23.847
02/08/2022,0.063,0.128,0.18,0.325,0.012,0.348,0.381,0.455,0.094,0.62,0.704,0.848,0.911,0.99,1.081,0.643,1.776,1.984,0.009,2.029,0,2.057,1.816,3.925,4.027,4.282,2.145,6.665,6.737,6.941,7.225,7.345,4.58,12.081,12.177,12.549,12.593,12.691,12.753,12.801,13.701,13.759,15.891,1.029,17.068,17.101,17.124,17.207,17.383,18.142,1.781,20.215,20.585,20.635,21.093,21.425,21.513,21.899,22.832,23.124,23.192,23.241,23.297,23.375,23.456,23.505,23.598,23.756
02/09/2022,0.062,0.127,0.179,0.324,0.012,0.346,0.379,0.452,0.093,0.617,0.701,0.844,0.906,0.985,1.075,0.642,1.769,1.976,0.009,2.021,0,2.048,1.811,3.911,4.013,4.267,2.139,6.643,6.715,6.919,7.203,7.323,4.571,12.049,12.145,12.516,12.56,12.657,12.72,12.768,13.665,13.722,15.845,1.027,17.019,17.051,17.075,17.157,17.332,18.087,1.774,20.152,20.52,20.57,21.025,21.354,21.442,21.826,22.755,23.045,23.111,23.16,23.216,23.293,23.372,23.421,23.513,23.669
02/10/2022,0.061,0.126,0.179,0.322,0.012,0.345,0.377,0.45,0.093,0.614,0.698,0.84,0.902,0.981,1.07,0.64,1.762,1.968,0.009,2.013,0,2.04,1.806,3.898,4,4.252,2.133,6.622,6.693,6.898,7.182,7.301,4.56,12.016,12.112,12.482,12.526,12.623,12.686,12.734,13.628,13.685,15.8,1.024,16.971,17.003,17.026,17.108,17.283,18.034,1.767,20.091,20.458,20.507,20.96,21.288,21.376,21.758,22.682,22.97,23.036,23.084,23.139,23.215,23.294,23.341,23.432,23.587
02/11/2022,0.061,0.125,0.178,0.321,0.012,0.343,0.376,0.448,0.093,0.611,0.695,0.836,0.898,0.977,1.066,0.639,1.756,1.961,0.009,2.006,0,2.033,1.801,3.886,3.988,4.24,2.127,6.603,6.675,6.879,7.162,7.281,4.55,11.986,12.081,12.45,12.494,12.591,12.653,12.701,13.592,13.649,15.754,1.022,16.922,16.954,16.978,17.059,17.234,17.982,1.76,20.031,20.396,20.446,20.897,21.224,21.312,21.692,22.612,22.899,22.965,23.012,23.067,23.143,23.22,23.267,23.357,23.511
02/12/2022,0.061,0.125,0.178,0.32,0.011,0.342,0.374,0.447,0.092,0.609,0.692,0.832,0.894,0.973,1.062,0.638,1.75,1.954,0.009,1.999,0,2.026,1.796,3.874,3.976,4.227,2.121,6.584,6.655,6.859,7.143,7.261,4.538,11.953,12.048,12.417,12.46,12.557,12.619,12.667,13.555,13.612,15.709,1.019,16.873,16.905,16.928,17.009,17.183,17.928,1.753,19.968,20.332,20.381,20.83,21.156,21.243,21.622,22.54,22.826,22.892,22.939,22.994,23.07,23.147,23.194,23.284,23.436
02/13/2022,0.06,0.124,0.177,0.319,0.011,0.34,0.373,0.444,0.092,0.606,0.689,0.828,0.891,0.969,1.057,0.636,1.745,1.947,0.009,1.992,0,2.018,1.792,3.862,3.963,4.214,2.115,6.565,6.636,6.84,7.123,7.241,4.526,11.92,12.016,12.383,12.426,12.523,12.585,12.633,13.518,13.574,15.663,1.016,16.824,16.856,16.879,16.96,17.133,17.875,1.746,19.907,20.27,20.319,20.766,21.091,21.178,21.555,22.468,22.753,22.818,22.866,22.92,22.996,23.073,23.12,23.21,23.363
